[17:12:30] [main/INFO]: ModLauncher running: args [--username, ZanderOfficial, --version, forge-47.3.10, --gameDir, C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack, --assetsDir, C:\Users\imthe\curseforge\minecraft\Install\assets, --assetIndex, 5, --uuid, 22726749441b44ac97f051a3eda4fe27, --accessToken, ????????, --clientId, Y2I4OTkxNmMtNmFlMy00YTkwLWIyY2MtYjUzNzM2MzZmNzdh, --xuid, 2535444165020777, --userType, msa, --versionType, release, --width, 1024, --height, 768, --quickPlayPath, C:\Users\imthe\curseforge\minecraft\Install\quickPlay\java\1739398348114.json, --launchTarget, forgeclient, --fml.forgeVersion, 47.3.10, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[17:12:30] [main/INFO]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.8 by Microsoft; OS Windows 11 arch amd64 version 10.0
[17:12:31] [main/INFO]: Loading ImmediateWindowProvider fmlearlywindow
[17:12:31] [main/INFO]: Trying GL version 4.6
[17:12:31] [main/INFO]: Requested GL version 4.6 got version 4.6
[17:12:31] [main/INFO]: Mixin Transmogrifier is definitely up to no good...
[17:12:31] [main/INFO]: crimes against java were committed
[17:12:31] [main/INFO]: Original mixin transformation service successfully crobbed by mixin-transmogrifier!
[17:12:32] [main/INFO]: Launching CrashAssistantApp
[17:12:32] [main/INFO]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/C:/Users/imthe/curseforge/minecraft/Instances/SpotsyltuckyPack/mods/Connector-1.0.0-beta.46+1.20.1.jar%23376%23381!/ Service=ModLauncher Env=CLIENT
[17:12:32] [main/INFO]: Found mod file Connector-1.0.0-beta.46+1.20.1-mod.jar of type MOD with provider org.sinytra.connector.locator.ConnectorEarlyLocator@53ac845a
[17:12:32] [pool-2-thread-1/INFO]: GL info: NVIDIA GeForce RTX 4060 Ti/PCIe/SSE2 GL version 4.6.0 NVIDIA 572.16, NVIDIA Corporation
[17:26:39] [Netty Client IO #6/WARN]: Your custom createmetallurgy:alloying recipe (createmetallurgy:alloying/steel) has more fluid inputs (1) than supported (0).
[17:26:39] [Netty Client IO #6/WARN]: Your custom createmetallurgy:alloying recipe (createmetallurgy:alloying/steel) has more fluid outputs (1) than supported (0).
[17:26:39] [Netty Client IO #6/WARN]: Your custom createaddition:rolling/gold_plate recipe (createaddition:rolling/gold_plate) specified a duration. Durations have no impact on this type of recipe.
[17:26:39] [Netty Client IO #6/WARN]: Your custom createmetallurgy:melting recipe (createmetallurgy:melting/iron/dirty_dust) has more fluid outputs (1) than supported (0).
[17:26:39] [Netty Client IO #6/WARN]: Your custom vintageimprovements:rolling/manyullyn_plate recipe (vintageimprovements:rolling/manyullyn_plate) specified a duration. Durations have no impact on this type of recipe.
[17:26:39] [Netty Client IO #6/WARN]: Your custom tfmg:industrial_blasting recipe (tfmg:industrial_blasting/steel) specified a duration. Durations have no impact on this type of recipe.
[17:26:39] [Netty Client IO #6/WARN]: Your custom createmetallurgy:melting recipe (createmetallurgy:melting/brass/plate) has more fluid outputs (1) than supported (0).
[17:26:39] [Netty Client IO #6/WARN]: Your custom vintageimprovements:rolling/cast_iron_plate recipe (vintageimprovements:rolling/cast_iron_plate) specified a duration. Durations have no impact on this type of recipe.
[17:26:39] [Netty Client IO #6/WARN]: Your custom vintageimprovements:rolling/netherite_rod recipe (vintageimprovements:rolling/netherite_rod) specified a duration. Durations have no impact on this type of recipe.
[17:26:39] [Netty Client IO #6/WARN]: Your custom createmetallurgy:melting recipe (createmetallurgy:melting/bronze/wire) has more fluid outputs (1) than supported (0).
[17:26:39] [Netty Client IO #6/WARN]: Your custom createmetallurgy:melting recipe (createmetallurgy:melting/steel/nugget) has more fluid outputs (1) than supported (0).
[17:26:39] [Netty Client IO #6/WARN]: Your custom createmetallurgy:melting recipe (createmetallurgy:melting/gold/plate) has more fluid outputs (1) than supported (0).
[17:26:39] [Netty Client IO #6/WARN]: Your custom createmetallurgy:melting recipe (createmetallurgy:melting/gold/ingot) has more fluid outputs (1) than supported (0).
[17:26:39] [Netty Client IO #6/WARN]: Your custom vintageimprovements:rolling/lead_ingot recipe (vintageimprovements:rolling/lead_ingot) specified a duration. Durations have no impact on this type of recipe.
[17:26:39] [Netty Client IO #6/WARN]: Your custom createmetallurgy:melting recipe (createmetallurgy:melting/constantan/plate) has more fluid outputs (1) than supported (0).
[17:26:39] [Netty Client IO #6/WARN]: Your custom createmetallurgy:alloying recipe (createmetallurgy:alloying/constantan) has more fluid inputs (2) than supported (0).
[17:26:39] [Netty Client IO #6/WARN]: Your custom createmetallurgy:alloying recipe (createmetallurgy:alloying/constantan) has more fluid outputs (1) than supported (0).
[17:26:39] [Netty Client IO #6/WARN]: Your custom vintageimprovements:rolling/hepatizon_plate recipe (vintageimprovements:rolling/hepatizon_plate) specified a duration. Durations have no impact on this type of recipe.
[17:26:39] [Netty Client IO #6/WARN]: Your custom createmetallurgy:melting recipe (createmetallurgy:melting/tungsten/nugget) has more fluid outputs (1) than supported (0).
[17:26:39] [Netty Client IO #6/WARN]: Your custom createmetallurgy:melting recipe (createmetallurgy:melting/zinc/ingot) has more fluid outputs (1) than supported (0).
[17:26:39] [Netty Client IO #6/WARN]: Your custom vintageimprovements:rolling/steel_plate recipe (vintageimprovements:rolling/steel_plate) specified a duration. Durations have no impact on this type of recipe.
[17:26:39] [Netty Client IO #6/WARN]: Your custom tfmg:casting recipe (tfmg:casting/amogus) specified a duration. Durations have no impact on this type of recipe.
[17:26:39] [Netty Client IO #6/WARN]: Your custom create:mixing recipe (createfood:create/mixing/berry_cream_frosting_fluid_from_mixing_alt) has more item inputs (12) than supported (9).
[17:26:39] [Netty Client IO #6/WARN]: Your custom createmetallurgy:melting recipe (createmetallurgy:melting/steel/ingot) has more fluid outputs (1) than supported (0).
[17:26:39] [Netty Client IO #6/WARN]: Your custom createaddition:rolling/straw recipe (createaddition:rolling/straw) specified a duration. Durations have no impact on this type of recipe.
[17:26:39] [Netty Client IO #6/WARN]: Your custom kitchen_grow:freezing recipe (kitchen_grow:freezing/soda) specified a duration. Durations have no impact on this type of recipe.
[17:26:39] [Netty Client IO #6/WARN]: Your custom createmetallurgy:melting recipe (createmetallurgy:melting/silver/plate) has more fluid outputs (1) than supported (0).
[17:26:39] [Netty Client IO #6/WARN]: Your custom vintageimprovements:rolling/zinc_plate recipe (vintageimprovements:rolling/zinc_plate) specified a duration. Durations have no impact on this type of recipe.
[17:26:39] [Netty Client IO #6/WARN]: Your custom vintageimprovements:rolling/invar_plate recipe (vintageimprovements:rolling/invar_plate) specified a duration. Durations have no impact on this type of recipe.
[17:26:39] [Netty Client IO #6/WARN]: Your custom createmetallurgy:melting recipe (createmetallurgy:melting/aluminum/rod) has more fluid outputs (1) than supported (0).
[17:26:39] [Netty Client IO #6/WARN]: Your custom createmetallurgy:melting recipe (createmetallurgy:melting/copper/nugget) has more fluid outputs (1) than supported (0).
[17:26:39] [Netty Client IO #6/WARN]: Your custom createmetallurgy:melting recipe (createmetallurgy:melting/copper/plate) has more fluid outputs (1) than supported (0).
[17:26:39] [Netty Client IO #6/WARN]: Your custom createmetallurgy:alloying recipe (createmetallurgy:alloying/netherite) has more item inputs (2) than supported (1).
[17:26:39] [Netty Client IO #6/WARN]: Your custom createmetallurgy:alloying recipe (createmetallurgy:alloying/netherite) has more fluid inputs (1) than supported (0).
[17:26:39] [Netty Client IO #6/WARN]: Your custom createmetallurgy:alloying recipe (createmetallurgy:alloying/netherite) has more fluid outputs (1) than supported (0).
[17:26:39] [Netty Client IO #6/WARN]: Your custom kitchen_grow:fermentation recipe (kitchen_grow:fermentation/glowberry_wine) specified a duration. Durations have no impact on this type of recipe.
[17:26:39] [Netty Client IO #6/WARN]: Your custom createmetallurgy:melting recipe (createmetallurgy:melting/electrum/nugget) has more fluid outputs (1) than supported (0).
[17:26:39] [Netty Client IO #6/WARN]: Your custom kitchen_grow:fermentation recipe (kitchen_grow:fermentation/rum) specified a duration. Durations have no impact on this type of recipe.
[17:26:39] [Netty Client IO #6/WARN]: Your custom createmetallurgy:melting recipe (createmetallurgy:melting/osmium/plate) has more fluid outputs (1) than supported (0).
[17:26:39] [Netty Client IO #6/WARN]: Your custom createaddition:rolling/iron_ingot recipe (createaddition:rolling/iron_ingot) specified a duration. Durations have no impact on this type of recipe.
[17:26:39] [Netty Client IO #6/WARN]: Your custom createaddition:rolling/gold_ingot recipe (createaddition:rolling/gold_ingot) specified a duration. Durations have no impact on this type of recipe.
[17:26:39] [Netty Client IO #6/WARN]: Your custom createmetallurgy:melting recipe (createmetallurgy:melting/copper/dust) has more fluid outputs (1) than supported (0).
[17:26:39] [Netty Client IO #6/WARN]: Your custom kitchen_grow:fermentation recipe (kitchen_grow:fermentation/sour_milk) specified a duration. Durations have no impact on this type of recipe.
[17:26:39] [Netty Client IO #6/WARN]: Your custom createaddition:rolling/copper_ingot recipe (createaddition:rolling/copper_ingot) specified a duration. Durations have no impact on this type of recipe.
[17:26:39] [Netty Client IO #6/WARN]: Your custom createmetallurgy:melting recipe (createmetallurgy:melting/constantan/rod) has more fluid outputs (1) than supported (0).
[17:26:39] [Netty Client IO #6/WARN]: Your custom createmetallurgy:melting recipe (createmetallurgy:melting/lead/wire) has more fluid outputs (1) than supported (0).
[17:26:39] [Netty Client IO #6/WARN]: Your custom createmetallurgy:melting recipe (createmetallurgy:melting/bronze/plate) has more fluid outputs (1) than supported (0).
[17:26:39] [Netty Client IO #6/WARN]: Your custom createmetallurgy:melting recipe (createmetallurgy:melting/zinc/dirty_dust) has more fluid outputs (1) than supported (0).
[17:26:39] [Netty Client IO #6/WARN]: Your custom createmetallurgy:melting recipe (createmetallurgy:melting/lead/rod) has more fluid outputs (1) than supported (0).
[17:26:39] [Netty Client IO #6/WARN]: Your custom createmetallurgy:melting recipe (createmetallurgy:melting/osmium/rod) has more fluid outputs (1) than supported (0).
[17:26:39] [Netty Client IO #6/WARN]: Your custom vintageimprovements:rolling/refined_radiance_plate recipe (vintageimprovements:rolling/refined_radiance_plate) specified a duration. Durations have no impact on this type of recipe.
[17:26:39] [Netty Client IO #6/WARN]: Your custom createmetallurgy:alloying recipe (createmetallurgy:alloying/invar) has more fluid inputs (2) than supported (0).
[17:26:39] [Netty Client IO #6/WARN]: Your custom createmetallurgy:alloying recipe (createmetallurgy:alloying/invar) has more fluid outputs (1) than supported (0).
[17:26:39] [Netty Client IO #6/WARN]: Your custom createmetallurgy:melting recipe (createmetallurgy:melting/iron/rod) has more fluid outputs (1) than supported (0).
[17:26:39] [Netty Client IO #6/WARN]: Your custom vintageimprovements:rolling/shadow_steel recipe (vintageimprovements:rolling/shadow_steel) specified a duration. Durations have no impact on this type of recipe.
[17:26:39] [Netty Client IO #6/WARN]: Your custom createaddition:rolling/electrum_ingot recipe (createaddition:rolling/electrum_ingot) specified a duration. Durations have no impact on this type of recipe.
[17:26:39] [Netty Client IO #6/WARN]: Your custom tfmg:casting recipe (tfmg:casting/steel) specified a duration. Durations have no impact on this type of recipe.
[17:26:39] [Netty Client IO #6/WARN]: Your custom create:mixing recipe (createfood:create/mixing/apple_cream_frosting_fluid_from_mixing_alt) has more item inputs (12) than supported (9).
[17:26:39] [Netty Client IO #6/WARN]: Your custom createmetallurgy:melting recipe (createmetallurgy:melting/tungsten/wire) has more fluid outputs (1) than supported (0).
[17:26:39] [Netty Client IO #6/WARN]: Your custom createmetallurgy:melting recipe (createmetallurgy:melting/gold/nugget) has more fluid outputs (1) than supported (0).
[17:26:39] [Netty Client IO #6/WARN]: Your custom createmetallurgy:melting recipe (createmetallurgy:melting/lead/ingot) has more fluid outputs (1) than supported (0).
[17:26:39] [Netty Client IO #6/WARN]: Your custom vintageimprovements:rolling/enderium_plate recipe (vintageimprovements:rolling/enderium_plate) specified a duration. Durations have no impact on this type of recipe.
[17:26:39] [Netty Client IO #6/WARN]: Your custom createmetallurgy:melting recipe (createmetallurgy:melting/aluminum/plate) has more fluid outputs (1) than supported (0).
[17:26:39] [Netty Client IO #6/WARN]: Your custom createmetallurgy:melting recipe (createmetallurgy:melting/bronze/nugget) has more fluid outputs (1) than supported (0).
[17:26:39] [Netty Client IO #6/WARN]: Your custom vintageimprovements:rolling/lead_plate recipe (vintageimprovements:rolling/lead_plate) specified a duration. Durations have no impact on this type of recipe.
[17:26:39] [Netty Client IO #6/WARN]: Your custom vintageimprovements:rolling/aluminum_ingot recipe (vintageimprovements:rolling/aluminum_ingot) specified a duration. Durations have no impact on this type of recipe.
[17:26:39] [Netty Client IO #6/WARN]: Your custom createmetallurgy:melting recipe (createmetallurgy:melting/netherite/wire) has more fluid outputs (1) than supported (0).
[17:26:39] [Netty Client IO #6/WARN]: Your custom create:mixing recipe (createfood:create/mixing/glow_berry_cream_frosting_bucket_from_mixing_alt) has more item inputs (13) than supported (9).
[17:26:39] [Netty Client IO #6/WARN]: Your custom create:mixing recipe (createfood:create/mixing/berry_cream_frosting_bucket_from_mixing_alt) has more item inputs (13) than supported (9).
[17:26:39] [Netty Client IO #6/WARN]: Your custom createmetallurgy:melting recipe (createmetallurgy:melting/bronze/rod) has more fluid outputs (1) than supported (0).
[17:26:39] [Netty Client IO #6/WARN]: Your custom kitchen_grow:distillation recipe (kitchen_grow:distillation/rum) specified a duration. Durations have no impact on this type of recipe.
[17:26:39] [Netty Client IO #6/WARN]: Your custom kitchen_grow:distillation recipe (kitchen_grow:distillation/rum) specified a heat condition. Heat conditions have no impact on this type of recipe.
[17:26:39] [Netty Client IO #6/WARN]: Your custom createmetallurgy:melting recipe (createmetallurgy:melting/nickel/ingot) has more fluid outputs (1) than supported (0).
[17:26:39] [Netty Client IO #6/WARN]: Your custom createmetallurgy:melting recipe (createmetallurgy:melting/wolframite/dust) has more fluid outputs (1) than supported (0).
[17:26:39] [Netty Client IO #6/WARN]: Your custom vintageimprovements:rolling/vanadium_plate recipe (vintageimprovements:rolling/vanadium_plate) specified a duration. Durations have no impact on this type of recipe.
[17:26:39] [Netty Client IO #6/WARN]: Your custom vintageimprovements:rolling/cobalt_plate recipe (vintageimprovements:rolling/cobalt_plate) specified a duration. Durations have no impact on this type of recipe.
[17:26:39] [Netty Client IO #6/WARN]: Your custom createmetallurgy:melting recipe (createmetallurgy:melting/invar/rod) has more fluid outputs (1) than supported (0).
[17:26:39] [Netty Client IO #6/WARN]: Your custom tfmg:coking recipe (tfmg:coking/coal_coke) specified a duration. Durations have no impact on this type of recipe.
[17:26:39] [Netty Client IO #6/WARN]: Your custom vintageimprovements:rolling/aluminum_plate recipe (vintageimprovements:rolling/aluminum_plate) specified a duration. Durations have no impact on this type of recipe.
[17:26:39] [Netty Client IO #6/WARN]: Your custom createmetallurgy:alloying recipe (createmetallurgy:alloying/brass) has more fluid inputs (2) than supported (0).
[17:26:39] [Netty Client IO #6/WARN]: Your custom createmetallurgy:alloying recipe (createmetallurgy:alloying/brass) has more fluid outputs (1) than supported (0).
[17:26:39] [Render thread/WARN]: Unknown recipe category: cataclysm:weapon_fusion/cataclysm:weapon_infusion/wrath_of_the_desert
[17:26:39] [Render thread/WARN]: Unknown recipe category: cataclysm:weapon_fusion/cataclysm:weapon_infusion/the_immolator
[17:26:39] [Render thread/WARN]: Unknown recipe category: cataclysm:weapon_fusion/cataclysm:weapon_infusion/gauntlet_of_bulwark
[17:26:39] [Render thread/WARN]: Unknown recipe category: cataclysm:weapon_fusion/cataclysm:weapon_infusion/ignitium_elytra_chestplate
[17:26:39] [Render thread/WARN]: Unknown recipe category: cataclysm:weapon_fusion/cataclysm:weapon_infusion/void_forge
[17:26:39] [Render thread/WARN]: Unknown recipe category: cataclysm:weapon_fusion/cataclysm:weapon_infusion/gauntlet_of_maelstrom
[17:26:39] [Render thread/WARN]: Unknown recipe category: cataclysm:weapon_fusion/cataclysm:weapon_infusion/void_assault_shoulder_weapon
[17:26:39] [Render thread/INFO]: JEI StartEventObserver received class net.minecraftforge.client.event.RecipesUpdatedEvent
[17:26:40] [Netty Client IO #6/INFO]: Read 55142 bytes, 1020 objects
[17:26:40] [Render thread/INFO]: JEI StartEventObserver received class net.minecraftforge.event.TagsUpdatedEvent
[17:26:40] [Render thread/INFO]: JEI StartEventObserver transitioning state from ENABLED to JEI_STARTED
[17:26:40] [Render thread/INFO]: Starting JEI...
[17:26:40] [Render thread/INFO]: Registering item subtypes...
[17:26:40] [Render thread/INFO]: Registering item subtypes took 5.946 ms
[17:26:40] [Render thread/INFO]: Registering fluid subtypes...
[17:26:40] [Render thread/INFO]: Registering fluid subtypes took 1.731 ms
[17:26:40] [Render thread/INFO]: Registering ingredients...
[17:26:40] [Render thread/WARN]: Item Group has no display items and no search tab display items. Items from this group will be missing from the JEI ingredient list. Operator Utilities
[17:26:40] [Render thread/INFO]: Registering ingredients: jei:minecraft took 539.0 milliseconds
[17:26:40] [Render thread/INFO]: Registering ingredients took 542.5 ms
[17:26:40] [Render thread/INFO]: Registering extra ingredients...
[17:26:40] [Render thread/INFO]: Registering extra ingredients took 259.7 ?s
[17:26:40] [Render thread/INFO]: Registering search ingredient aliases...
[17:26:40] [Render thread/INFO]: Registering search ingredient aliases took 455.6 ?s
[17:26:40] [Render thread/INFO]: Registering categories...
[17:26:40] [Render thread/INFO]: Invalidating pack caches
